tract_split,Year,City,LACity,Community_Name,totUnsheltPeople,totESPeople,totTHPeople,totPeople
403722a,2022,Covina,2,Covina,3.336,0,0,3.336
403722b,2022,Covina,2,Covina,0,0,0,0
403722c,2022,Unincorporated,2,Unincorporated Covina,0,0,0,0
403801a,2022,Unincorporated,2,Covina (Charter Oak),8.161,0,0,8.161
403801b,2022,Covina,2,Covina,1.951,0,0,1.951
403801c,2022,Unincorporated,2,Covina (Charter Oak),4.154,0,0,4.154
403801d,2022,Covina,2,Covina,6.825,0,0,6.825
403801e,2022,Unincorporated,2,Covina (Charter Oak),0,0,0,0
403802a,2022,Covina,2,Covina,10.857,0,0,10.857
403802b,2022,Unincorporated,2,Covina (Charter Oak),25.197,0,0,25.197
403802c,2022,San Dimas,2,San Dimas,0,0,0,0
403901a,2022,Unincorporated,2,Unincorporated Glendora,0,0,0,0
403901b,2022,Glendora,2,Glendora,10.029,0,0,10.029
403902a,2022,Glendora,2,Glendora,0,0,0,0
403902b,2022,Glendora,2,Glendora,0,0,0,0
404000a,2022,Azusa,2,Azusa,0,0,0,0
404000b,2022,Unincorporated,2,Unincorporated Azusa,6.645,0,0,6.645
404100a,2022,Azusa,2,Azusa,3.192,0,0,3.192
404100b,2022,Unincorporated,2,Unincorporated Azusa,0,0,0,0
404201a,2022,Azusa,2,Azusa,25.27,0,0,25.27
404202a,2022,Unincorporated,2,Unincorporated Azusa,0,0,0,0
404202b,2022,Azusa,2,Azusa,0,0,3,3
404301,2022,Azusa,2,Azusa,19.336,0,0,19.336
404302,2022,Azusa,2,Azusa,13.934,0,0,13.934
404401,2022,Azusa,2,Azusa,1.192,0,0,1.192
404402a,2022,Azusa,2,Azusa,4.951,0,0,4.951
404402b,2022,Azusa,2,Azusa,1,0,0,1
404501a,2022,Azusa,2,Azusa,0,0,0,0
404501b,2022,Unincorporated,2,Unincorporated Azusa,0,0,0,0
404503a,2022,Unincorporated,2,Unincorporated Azusa,2,0,0,2
404503b,2022,Azusa,2,Azusa,0,0,0,0
404504a,2022,Azusa,2,Azusa,2.453,0,0,2.453
404504b,2022,Unincorporated,2,Unincorporated Azusa,1.951,0,0,1.951
404600a,2022,Irwindale,2,Irwindale,3.287,0,0,3.287
404600b,2022,Irwindale,2,Irwindale,210.15,0,0,210.15
404701,2022,Baldwin Park,2,Baldwin Park,28.419,0,0,28.419
404702,2022,Baldwin Park,2,Baldwin Park,9.857,0,0,9.857
404703a,2022,Baldwin Park,2,Baldwin Park,19.716,0,0,19.716
404703b,2022,Baldwin Park,2,Baldwin Park,0,0,0,0
404801,2022,Baldwin Park,2,Baldwin Park,10.003,0,0,10.003
404802,2022,Baldwin Park,2,Baldwin Park,5.854,102,0,107.85
404803,2022,Baldwin Park,2,Baldwin Park,3,0,0,3
404901,2022,Baldwin Park,2,Baldwin Park,0,0,0,0
404902,2022,Baldwin Park,2,Baldwin Park,3.336,0,0,3.336
404903,2022,Baldwin Park,2,Baldwin Park,8.719,0,0,8.719
405001,2022,Baldwin Park,2,Baldwin Park,7.238,0,0,7.238
405002a,2022,Baldwin Park,2,Baldwin Park,0,0,0,0
405002b,2022,Baldwin Park,2,Baldwin Park,0,0,0,0
405101,2022,Baldwin Park,2,Baldwin Park,5.951,0,0,5.951
405102,2022,Baldwin Park,2,Baldwin Park,25.697,0,0,25.697
405201,2022,Baldwin Park,2,Baldwin Park,10,0,0,10
405202,2022,Baldwin Park,2,Baldwin Park,23.606,0,0,23.606
405203,2022,Baldwin Park,2,Baldwin Park,4.622,0,0,4.622
405301a,2022,West Covina,2,West Covina,0,0,0,0
405301b,2022,Unincorporated,2,Unincorporated Covina,0,0,0,0
405302a,2022,West Covina,2,West Covina,0,0,0,0
405302b,2022,West Covina,2,West Covina,1.951,0,0,1.951
405400a,2022,Unincorporated,2,Unincorporated Covina,4.903,0,0,4.903
405400b,2022,Unincorporated,2,Unincorporated Covina,7.057,0,0,7.057
405400c,2022,Covina,2,Covina,0,0,0,0
405400d,2022,Unincorporated,2,Unincorporated Covina,0,0,0,0
405500a,2022,West Covina,2,West Covina,0,0,0,0
405500b,2022,West Covina,2,West Covina,1.951,0,0,1.951
405500c,2022,Unincorporated,2,Unincorporated Covina,1.951,0,0,1.951
405600a,2022,West Covina,2,West Covina,1,0,0,1
405600b,2022,West Covina,2,West Covina,0,0,0,0
405600c,2022,West Covina,2,West Covina,0,0,0,0
405701a,2022,Covina,2,Covina,1.336,0,0,1.336
405701b,2022,Unincorporated,2,Unincorporated Covina,0,0,0,0
405702a,2022,Covina,2,Covina,7.406,0,3,10.406
405702b,2022,Unincorporated,2,Unincorporated Covina,0,0,0,0
405800a,2022,Unincorporated,2,Unincorporated Covina,0,0,0,0
405800b,2022,Covina,2,Covina,1.192,0,0,1.192
405900a,2022,Covina,2,Covina,3.903,0,0,3.903
405900b,2022,Unincorporated,2,Covina (Charter Oak),7.805,0,0,7.805
405900c,2022,Unincorporated,2,Covina (Charter Oak),0,0,0,0
406000a,2022,Covina,2,Covina,3.453,0,0,3.453
406000b,2022,Unincorporated,2,Covina (Charter Oak),0,0,0,0
406000c,2022,Covina,2,Covina,0,0,0,0
406101a,2022,Unincorporated,2,Covina (Charter Oak),0,0,0,0
406101b,2022,Covina,2,Covina,4,0,0,4
406101c,2022,Covina,2,Covina,0,0,0,0
406102a,2022,Covina,2,Covina,5,0,0,5
406102b,2022,Covina,2,Covina,0,0,0,0
406200a,2022,West Covina,2,West Covina,3.905,0,0,3.905
406200b,2022,Covina,2,Covina,0,0,0,0
406300a,2022,West Covina,2,West Covina,0,0,0,0
406300b,2022,Unincorporated,2,Unincorporated Covina,0,0,0,0
406300c,2022,West Covina,2,West Covina,0,0,0,0
406300d,2022,West Covina,2,West Covina,0,0,0,0
406402,2022,West Covina,2,West Covina,0,0,0,0
406411,2022,West Covina,2,West Covina,0,0,0,0
406412,2022,West Covina,2,West Covina,0,0,0,0
406500a,2022,West Covina,2,West Covina,0,0,0,0
406500b,2022,West Covina,2,West Covina,0,0,0,0
406601a,2022,West Covina,2,West Covina,0,0,0,0
406601b,2022,West Covina,2,West Covina,4.453,0,0,4.453
406601c,2022,Unincorporated,2,Valinda,1,0,0,1
406602a,2022,West Covina,2,West Covina,0,0,0,0
406602b,2022,West Covina,2,West Covina,0,0,0,0
406602c,2022,Unincorporated,2,Valinda,0,0,0,0
406701,2022,West Covina,2,West Covina,3.905,0,0,3.905
406702a,2022,West Covina,2,West Covina,2.203,0,0,2.203
406702b,2022,West Covina,2,West Covina,0,0,0,0
406800a,2022,West Covina,2,West Covina,0,0,0,0
406800b,2022,West Covina,2,West Covina,0,0,0,0
406901a,2022,Baldwin Park,2,Baldwin Park,0,0,0,0
406901b,2022,Unincorporated,2,Bassett,2.203,0,0,2.203
406901c,2022,La Puente,2,La Puente,6.406,0,0,6.406
406901d,2022,West Covina,2,West Covina,2.192,0,0,2.192
406902a,2022,West Covina,2,West Covina,0,0,0,0
406902b,2022,Unincorporated,2,Bassett,3.287,0,0,3.287
406902c,2022,La Puente,2,La Puente,9.203,0,0,9.203
406902d,2022,West Covina,2,West Covina,0,0,0,0
407001a,2022,Baldwin Park,2,Baldwin Park,6.951,0,0,6.951
407001b,2022,Unincorporated,2,Bassett,1.951,0,0,1.951
407001c,2022,Industry,2,Industry,0,0,0,0
407002a,2022,Unincorporated,2,Bassett,5.453,0,0,5.453
407002b,2022,Industry,2,Industry,18.771,0,0,18.771
407002c,2022,Unincorporated,2,Bassett,0,0,0,0
407002d,2022,Industry,2,Industry,0,0,0,0
407002e,2022,Industry,2,La Puente,0,0,0,0
407101,2022,La Puente,2,La Puente,3.951,0,0,3.951
407102,2022,La Puente,2,La Puente,0,0,0,0
407200a,2022,La Puente,2,La Puente,0,0,0,0
407200b,2022,La Puente,2,La Puente,80.836,0,0,80.836
407301a,2022,La Puente,2,La Puente,0,0,0,0
407301b,2022,Unincorporated,2,West Puente Valley,2.453,0,0,2.453
407302,2022,Unincorporated,2,West Puente Valley,15.114,0,0,15.114
407400,2022,West Covina,2,West Covina,2,0,0,2
407501a,2022,Unincorporated,2,West Puente Valley,0,0,0,0
407501b,2022,La Puente,2,La Puente,0,0,0,0
407501c,2022,Unincorporated,2,Valinda,0,0,0,0
407502,2022,Unincorporated,2,Valinda,0,0,0,0
407601,2022,La Puente,2,La Puente,9,0,0,9
407602,2022,La Puente,2,La Puente,3,0,0,3
407701,2022,La Puente,2,La Puente,2,0,0,2
407702a,2022,La Puente,2,La Puente,4.336,0,0,4.336
407702b,2022,La Puente,2,La Puente,1,0,0,1
407702c,2022,La Puente,2,La Puente,1,0,0,1
407801,2022,Unincorporated,2,Valinda,0,0,0,0
407802a,2022,Unincorporated,2,Valinda,1.951,0,0,1.951
407802b,2022,Industry,2,Industry,2.453,0,0,2.453
407900a,2022,Unincorporated,2,Valinda,0,0,0,0
407900b,2022,West Covina,2,West Covina,1.951,0,0,1.951
408003a,2022,Unincorporated,2,Valinda,0,0,0,0
408003b,2022,West Covina,2,West Covina,0,0,0,0
408004,2022,West Covina,2,West Covina,6.903,0,66,72.903
408005a,2022,West Covina,2,West Covina,0,0,0,0
408005b,2022,West Covina,2,West Covina,0,0,0,0
408006,2022,West Covina,2,West Covina,0,0,0,0
408133a,2022,Unincorporated,2,San Jose Hills,0,0,0,0
408133b,2022,West Covina,2,West Covina,0,0,0,0
408134,2022,West Covina,2,West Covina,0,0,0,0
408135,2022,West Covina,2,West Covina,0,0,0,0
408136,2022,West Covina,2,West Covina,0,0,0,0
408137a,2022,West Covina,2,West Covina,1,0,0,1
408137b,2022,Unincorporated,2,San Jose Hills,0,0,0,0
408138,2022,Unincorporated,2,San Jose Hills,0,0,0,0
408139,2022,Unincorporated,2,San Jose Hills,0,0,0,0
408140a,2022,Unincorporated,2,San Jose Hills,2.951,0,0,2.951
408140b,2022,Industry,2,Industry,0,0,0,0
408141a,2022,Unincorporated,2,San Jose Hills,0,0,0,0
408141b,2022,West Covina,2,West Covina,0,0,0,0
408202a,2022,Industry,2,Industry,21.292,0,0,21.292
408202b,2022,Unincorporated,2,Avocado Heights,7.644,0,0,7.644
408202c,2022,Unincorporated,2,Avocado Heights,1.951,0,0,1.951
408202d,2022,Unincorporated,2,Hacienda Heights,0,0,0,0
408202e,2022,Industry,2,Industry,16.96,0,0,16.96
408211a,2022,Unincorporated,2,Rowland Heights,15.45,0,0,15.45
408211b,2022,Industry,2,Industry,53.178,0,0,53.178
408212a,2022,Industry,2,Industry,0,0,0,0
408212b,2022,Unincorporated,2,Rowland Heights,25.515,0,0,25.515
408301a,2022,Industry,2,Industry,42.02,0,0,42.02
408301b,2022,Unincorporated,2,Avocado Heights,19.303,0,0,19.303
408301c,2022,Unincorporated,2,Avocado Heights,4.154,0,0,4.154
408301d,2022,Industry,2,Industry,0,0,0,0
408302a,2022,Industry,2,Industry,28.06,0,0,28.06
408302b,2022,Unincorporated,2,Avocado Heights,21.371,0,0,21.371
408302c,2022,Unincorporated,2,Avocado Heights,2.671,0,0,2.671
408303d,2022,Unincorporated,2,Avocado Heights,0,0,0,0
408401,2022,Unincorporated,2,Hacienda Heights,12.211,0,0,12.211
408402a,2022,Industry,2,Industry,0,0,0,0
408402b,2022,Unincorporated,2,Hacienda Heights,0,0,0,0
408402c,2022,Unincorporated,2,Hacienda Heights,0,119,0,119
408501,2022,Unincorporated,2,Hacienda Heights,1,0,0,1
408503a,2022,Unincorporated,2,Hacienda Heights,0,0,0,0
408503b,2022,Unincorporated,2,Hacienda Heights,0,0,0,0
408504a,2022,Unincorporated,2,Hacienda Heights,0,0,0,0
408504b,2022,Unincorporated,2,Hacienda Heights,3,0,0,3
408505a,2022,Unincorporated,2,Hacienda Heights,3.903,0,0,3.903
408505b,2022,Unincorporated,2,Hacienda Heights,7.189,0,0,7.189
408623,2022,Unincorporated,2,Hacienda Heights,0,0,0,0
408624,2022,Unincorporated,2,Hacienda Heights,0,0,0,0
408625a,2022,Unincorporated,2,Hacienda Heights,0,0,0,0
408625b,2022,Unincorporated,2,Hacienda Heights,1.951,0,0,1.951
408625c,2022,Unincorporated,2,Hacienda Heights,0,0,0,0
408626a,2022,Unincorporated,2,Rowland Heights,2,0,0,2
408626b,2022,Unincorporated,2,Rowland Heights,0,0,0,0
408627,2022,Unincorporated,2,Rowland Heights,0,0,0,0
408628a,2022,Unincorporated,2,Hacienda Heights,6.903,0,0,6.903
408628b,2022,La Habra Heights,2,La Habra Heights,0,0,0,0
408629,2022,Unincorporated,2,Hacienda Heights,0,0,0,0
408630a,2022,Unincorporated,2,Hacienda Heights,11.476,0,0,11.476
408630b,2022,Unincorporated,2,Hacienda Heights,3.903,0,0,3.903
408631,2022,Unincorporated,2,Hacienda Heights,3.951,0,0,3.951
408703a,2022,Unincorporated,2,Rowland Heights,0,0,0,0
408703b,2022,Unincorporated,2,Rowland Heights,2,0,0,2
408703c,2022,Diamond Bar,2,Diamond Bar,0,0,0,0
408703d,2022,La Habra Heights,2,La Habra Heights,0,0,0,0
408704,2022,Unincorporated,2,Rowland Heights,0,0,0,0
408705a,2022,Unincorporated,2,Rowland Heights,3.903,0,0,3.903
408705b,2022,Unincorporated,2,Rowland Heights,0,0,0,0
408706,2022,Unincorporated,2,Rowland Heights,0,0,0,0
408722,2022,Unincorporated,2,Rowland Heights,2.336,0,0,2.336
408723,2022,Unincorporated,2,Rowland Heights,0,0,0,0
408724a,2022,Unincorporated,2,Rowland Heights,2,0,0,2
408724b,2022,Unincorporated,2,Rowland Heights,0,0,0,0
408800a,2022,Pomona,2,Pomona,18,0,0,18
408800b,2022,Pomona,2,Pomona,10.768,0,0,10.768
430002a,2022,Duarte,2,Duarte,1,0,0,1
430002b,2022,Duarte,2,Duarte,4.336,0,0,4.336
430003a,2022,Duarte,2,Duarte,1,0,0,1
430003b,2022,Duarte,2,Duarte,0,0,0,0
430003c,2022,Duarte,2,Duarte,0,0,0,0
430101a,2022,Duarte,2,Duarte,4.203,0,0,4.203
430101b,2022,Duarte,2,Duarte,0,0,0,0
430102,2022,Duarte,2,Duarte,0,0,0,0
430200a,2022,Bradbury,2,Bradbury,0,0,0,0
430200b,2022,Bradbury,2,Bradbury,0,0,0,0
430200c,2022,Unincorporated,2,Unincorporated Bradbury,0,0,0,0
430301a,2022,Monrovia,2,Monrovia,0,0,0,0
430301b,2022,Monrovia,2,Monrovia,0,0,0,0
430301c,2022,Monrovia,2,Monrovia,0,0,0,0
430302a,2022,Monrovia,2,Monrovia,0,0,0,0
430302b,2022,Monrovia,2,Monrovia,22.238,0,0,22.238
430400,2022,Arcadia,2,Arcadia,29.576,0,0,29.576
430501a,2022,Sierra Madre,2,Sierra Madre,0,0,0,0
430501b,2022,Sierra Madre,2,Sierra Madre,0,0,0,0
430502a,2022,Sierra Madre,2,Sierra Madre,0,0,0,0
430502b,2022,Sierra Madre,2,Sierra Madre,0,0,0,0
430600a,2022,Arcadia,2,Arcadia,0,0,0,0
430600b,2022,Arcadia,2,Arcadia,0,0,0,0
430600c,2022,Arcadia,2,Arcadia,0,0,0,0
430701a,2022,Arcadia,2,Arcadia,0,0,0,0
430701b,2022,Arcadia,2,Arcadia,0,0,0,0
430721a,2022,Arcadia,2,Arcadia,1.336,0,0,1.336
430721b,2022,Arcadia,2,Arcadia,53.053,0,0,53.053
430721c,2022,Arcadia,2,Arcadia,0,0,0,0
430723,2022,Arcadia,2,Arcadia,4.404,0,0,4.404
430724,2022,Arcadia,2,Arcadia,0,0,0,0
430801a,2022,Arcadia,2,Arcadia,15.287,0,0,15.287
430801b,2022,Arcadia,2,Arcadia,21.825,0,0,21.825
430802a,2022,Arcadia,2,Arcadia,1.336,0,0,1.336
430802b,2022,Arcadia,2,Arcadia,0,0,0,0
430803a,2022,Arcadia,2,Arcadia,4.527,0,0,4.527
430803b,2022,Arcadia,2,Arcadia,0,0,0,0
430901,2022,Monrovia,2,Monrovia,3.656,0,0,3.656
430902,2022,Monrovia,2,Monrovia,2.336,0,0,2.336
431001a,2022,Monrovia,2,Monrovia,7.192,0,0,7.192
431001b,2022,Monrovia,2,Monrovia,3.336,0,0,3.336
431002,2022,Monrovia,2,Monrovia,9.616,0,0,9.616
431100a,2022,Monrovia,2,Monrovia,4,0,0,4
431100b,2022,Monrovia,2,Monrovia,5.49,0,0,5.49
431100c,2022,Unincorporated,2,Unincorporated Monrovia,5.825,0,0,5.825
431200a,2022,Monrovia,2,Monrovia,0,0,0,0
431200b,2022,Unincorporated,2,Unincorporated Monrovia,6.309,0,0,6.309
431200c,2022,Unincorporated,2,Unincorporated Duarte,0,0,0,0
431300a,2022,Arcadia,2,Arcadia,0,0,0,0
431300b,2022,Unincorporated,2,Unincorporated Monrovia,0,0,0,0
431300c,2022,Monrovia,2,Monrovia,0,0,0,0
431400a,2022,Unincorporated,2,Unincorporated Arcadia,0,0,0,0
431400b,2022,Monrovia,2,Monrovia,0,0,0,0
431400c,2022,Unincorporated,2,Unincorporated Arcadia,0,0,0,0
431400d,2022,Monrovia,2,Monrovia,17.667,0,0,17.667
431501a,2022,Temple City,2,Temple City,3.453,0,0,3.453
431501b,2022,El Monte,2,El Monte,2,0,0,2
431502a,2022,Unincorporated,2,Unincorporated Arcadia,0,0,0,0
431502b,2022,Arcadia,2,Arcadia,31.066,0,0,31.066
431600,2022,Arcadia,2,Arcadia,1,0,0,1
431700a,2022,Arcadia,2,Arcadia,1.951,0,0,1.951
431700b,2022,Arcadia,2,Arcadia,8.241,0,0,8.241
431800a,2022,Arcadia,2,Arcadia,0,0,0,0
431800b,2022,Unincorporated,2,North San Gabriel,3.903,0,0,3.903
431800c,2022,Temple City,2,Temple City,0,0,0,0
431900a,2022,Temple City,2,Temple City,9.358,0,0,9.358
431900b,2022,Arcadia,2,Arcadia,0,0,0,0
432000a,2022,Temple City,2,Temple City,1.951,0,0,1.951
432000b,2022,Temple City,2,Temple City,3.453,0,0,3.453
432101,2022,Temple City,2,Temple City,0,0,0,0
432102a,2022,Temple City,2,Temple City,1,0,0,1
432102b,2022,Temple City,2,Temple City,0,0,0,0
432201,2022,Rosemead,2,Rosemead,3,0,0,3
432202,2022,Rosemead,2,Rosemead,1,0,0,1
432300,2022,El Monte,2,El Monte,0,0,0,0
432401,2022,El Monte,2,El Monte,0,0,0,0
432402,2022,El Monte,2,El Monte,0,0,0,0
432500a,2022,Arcadia,2,Arcadia,0,0,0,0
432500b,2022,El Monte,2,El Monte,1.951,0,0,1.951
432500c,2022,El Monte,2,El Monte,0,0,0,0
432601a,2022,El Monte,2,El Monte,0,0,0,0
432601b,2022,El Monte,2,El Monte,0,0,0,0
432602,2022,El Monte,2,El Monte,0,0,0,0
432700a,2022,El Monte,2,El Monte,7.547,0,0,7.547
432700b,2022,El Monte,2,El Monte,0,0,0,0
432801a,2022,El Monte,2,El Monte,15.026,0,0,15.026
432801b,2022,El Monte,2,El Monte,0,0,0,0
432802a,2022,El Monte,2,El Monte,16.813,0,0,16.813
432802b,2022,El Monte,2,El Monte,5.192,43,0,48.192
432901,2022,Rosemead,2,Rosemead,11.459,0,0,11.459
432902a,2022,El Monte,2,El Monte,0,0,0,0
432902b,2022,Rosemead,2,Rosemead,1,0,0,1
433101,2022,El Monte,2,El Monte,35.598,0,0,35.598
433102a,2022,El Monte,2,El Monte,2.203,0,0,2.203
433102b,2022,South El Monte,2,South El Monte,0,0,0,0
433102c,2022,Unincorporated,2,Unincorporated El Monte,0,0,0,0
433200a,2022,El Monte,2,El Monte,8.854,0,0,8.854
433200b,2022,El Monte,2,El Monte,0,0,0,0
433302a,2022,Industry,2,Industry,20.535,0,0,20.535
433302b,2022,El Monte,2,El Monte,7.808,0,0,7.808
433304,2022,El Monte,2,El Monte,12.479,0,0,12.479
433305,2022,El Monte,2,El Monte,4,0,0,4
433306,2022,El Monte,2,El Monte,1,0,0,1
433307,2022,El Monte,2,El Monte,2.453,0,0,2.453
433401a,2022,El Monte,2,El Monte,16.414,0,0,16.414
433401b,2022,El Monte,2,El Monte,0,0,0,0
433401c,2022,South El Monte,2,South El Monte,0,0,0,0
433401d,2022,South El Monte,2,South El Monte,0,0,0,0
433402,2022,El Monte,2,El Monte,0,0,0,0
433403,2022,El Monte,2,El Monte,0,0,0,0
433501a,2022,Unincorporated,2,Whittier Narrows,0,0,0,0
433501b,2022,South El Monte,2,South El Monte,3.192,0,0,3.192
433503,2022,South El Monte,2,South El Monte,5.539,0,0,5.539
433504a,2022,South El Monte,2,El Monte,9.854,0,0,9.854
433504b,2022,South El Monte,2,South El Monte,5.837,0,0,5.837
433601,2022,Rosemead,2,Rosemead,2,0,0,2
433602,2022,Rosemead,2,Rosemead,41.568,0,0,41.568
433700a,2022,South El Monte,2,South El Monte,3.951,0,0,3.951
433700b,2022,Unincorporated,2,Whittier Narrows,39.123,0,0,39.123
433700c,2022,South El Monte,2,South El Monte,13.19,0,0,13.19
433801a,2022,El Monte,2,El Monte,1,0,0,1
433801b,2022,South El Monte,2,South El Monte,2,0,0,2
433802a,2022,Unincorporated,2,Whittier Narrows,61.532,0,0,61.532
433802b,2022,South El Monte,2,South El Monte,8.109,0,0,8.109
433901,2022,El Monte,2,El Monte,2,0,25,27
433902a,2022,South El Monte,2,South El Monte,1,0,0,1
433902b,2022,El Monte,2,El Monte,0,0,0,0
434001,2022,El Monte,2,El Monte,3.154,0,0,3.154
434003a,2022,Unincorporated,2,Unincorporated South El Monte,3.404,0,0,3.404
434003b,2022,El Monte,2,El Monte,6.622,0,0,6.622
434004a,2022,South El Monte,2,South El Monte,4.406,0,0,4.406
434004b,2022,Unincorporated,2,Unincorporated South El Monte,1.951,0,0,1.951
460000,2022,Unincorporated,2,East Pasadena,1.192,0,0,1.192
460100,2022,Unincorporated,2,Altadena,0,0,0,0
460200a,2022,Unincorporated,2,Altadena,0,0,0,0
460200b,2022,Unincorporated,2,Altadena,1.951,0,4,5.951
460301a,2022,Unincorporated,2,Altadena,2.671,0,0,2.671
460301b,2022,Unincorporated,2,Altadena,4.905,0,0,4.905
460302,2022,Unincorporated,2,Altadena,1.951,1,9,11.951
460401c,2022,Unincorporated,2,Altadena,0,0,0,0
460501a,2022,La Canada Flintridge,2,La Canada Flintridge,0,0,0,0
460501b,2022,La Canada Flintridge,2,La Canada Flintridge,0,0,0,0
460502a,2022,La Canada Flintridge,2,La Canada Flintridge,0,0,0,0
460502b,2022,La Canada Flintridge,2,La Canada Flintridge,0,0,0,0
460600a,2022,La Canada Flintridge,2,La Canada Flintridge,0,0,0,0
460600b,2022,La Canada Flintridge,2,La Canada Flintridge,0,0,0,0
460700a,2022,La Canada Flintridge,2,La Canada Flintridge,0,0,0,0
460700b,2022,La Canada Flintridge,2,La Canada Flintridge,0,0,0,0
461000,2022,Unincorporated,2,Altadena,3,0,0,3
461100,2022,Unincorporated,2,Altadena,4.813,12,0,16.813
461200a,2022,Unincorporated,2,Altadena,0,0,0,0
461200b,2022,Unincorporated,2,Altadena,0,0,0,0
461300a,2022,Unincorporated,2,Altadena,4.539,0,0,4.539
461300b,2022,Unincorporated,2,Altadena,3.154,0,0,3.154
463101,2022,Unincorporated,2,East Pasadena,1.453,0,0,1.453
463102a,2022,Unincorporated,2,East Pasadena,4.192,0,0,4.192
463102b,2022,Unincorporated,2,East Pasadena,1.453,0,0,1.453
463300a,2022,Unincorporated,2,San Pasqual,0,0,0,0
463300b,2022,Unincorporated,2,San Pasqual,0,0,0,0
464100a,2022,San Marino,2,San Marino,0,0,0,0
464100b,2022,San Marino,2,San Marino,0,0,0,0
464200a,2022,San Marino,2,San Marino,0,0,0,0
464200b,2022,San Marino,2,San Marino,0,0,0,0
480002,2022,Unincorporated,2,North San Gabriel,0,0,0,0
480011a,2022,Unincorporated,2,North San Gabriel,0,0,15,15
480011b,2022,Unincorporated,2,North San Gabriel,0,0,0,0
480012a,2022,Temple City,2,Temple City,0,0,0,0
480012b,2022,Unincorporated,2,North San Gabriel,1.951,0,0,1.951
480101,2022,Temple City,2,Temple City,0,0,0,0
480102a,2022,San Gabriel,2,San Gabriel,0,0,0,0
480102b,2022,Temple City,2,Temple City,0,0,0,0
480102c,2022,Unincorporated,2,North San Gabriel,0,0,0,0
480201,2022,San Gabriel,2,San Gabriel,0,0,0,0
480202,2022,San Gabriel,2,San Gabriel,3.527,0,0,3.527
480302,2022,Alhambra,2,Alhambra,1,0,0,1
480303,2022,Alhambra,2,Alhambra,0,0,0,0
480304,2022,Alhambra,2,Alhambra,0,0,0,0
480400a,2022,Alhambra,2,Alhambra,0,0,0,0
480400b,2022,Alhambra,2,Alhambra,0,0,0,0
480500a,2022,South Pasadena,2,South Pasadena,2,0,0,2
480500b,2022,South Pasadena,2,South Pasadena,7.336,0,0,7.336
480600a,2022,South Pasadena,2,South Pasadena,15.006,0,0,15.006
480600b,2022,South Pasadena,2,South Pasadena,14.55,0,0,14.55
480702,2022,South Pasadena,2,South Pasadena,0,0,0,0
480703,2022,South Pasadena,2,South Pasadena,1.203,0,0,1.203
480704,2022,South Pasadena,2,South Pasadena,10.336,0,0,10.336
480802a,2022,Alhambra,2,Alhambra,11.143,0,0,11.143
480802b,2022,Alhambra,2,Alhambra,0,0,0,0
480803,2022,Alhambra,2,Alhambra,0,0,0,0
480804,2022,Alhambra,2,Alhambra,0,0,0,0
480901,2022,Alhambra,2,Alhambra,6.124,0,0,6.124
480902,2022,Alhambra,2,Alhambra,4.539,0,0,4.539
480903,2022,Alhambra,2,Alhambra,0,0,0,0
481001,2022,Alhambra,2,Alhambra,1,10,0,11
481002,2022,Alhambra,2,Alhambra,10.007,0,12,22.007
481101,2022,San Gabriel,2,San Gabriel,1,0,0,1
481102,2022,San Gabriel,2,San Gabriel,0,0,0,0
481103a,2022,San Gabriel,2,San Gabriel,0,0,0,0
481103b,2022,San Gabriel,2,San Gabriel,0,0,0,0
481201,2022,Temple City,2,Temple City,0,0,0,0
481202a,2022,Unincorporated,2,North San Gabriel,0,0,0,0
481202b,2022,San Gabriel,2,San Gabriel,3.903,0,0,3.903
481300,2022,Rosemead,2,Rosemead,10.779,0,0,10.779
481401,2022,San Gabriel,2,San Gabriel,1.951,0,0,1.951
481402a,2022,San Gabriel,2,San Gabriel,0,0,0,0
481402b,2022,San Gabriel,2,San Gabriel,0,0,0,0
481500a,2022,Alhambra,2,Alhambra,2.203,0,0,2.203
481500b,2022,Alhambra,2,Alhambra,3.903,0,0,3.903
481603,2022,Alhambra,2,Alhambra,0,0,0,0
481604,2022,Alhambra,2,Alhambra,0,0,0,0
481605,2022,Alhambra,2,Alhambra,2,0,0,2
481606,2022,Alhambra,2,Alhambra,0,0,0,0
481711,2022,Monterey Park,2,Monterey Park,22.816,0,0,22.816
481712,2022,Monterey Park,2,Monterey Park,32.268,0,0,32.268
481713,2022,Monterey Park,2,Monterey Park,8.21,0,0,8.21
481714,2022,Monterey Park,2,Monterey Park,0,0,0,0
481800,2022,Alhambra,2,Alhambra,0,0,0,0
481901a,2022,Alhambra,2,Alhambra,3.951,22,0,25.951
481901b,2022,Alhambra,2,Alhambra,0,0,0,0
481902,2022,Alhambra,2,Alhambra,0,0,0,0
482001a,2022,Monterey Park,2,Monterey Park,0,0,0,0
482001b,2022,Monterey Park,2,Monterey Park,6.287,0,0,6.287
482002a,2022,Monterey Park,2,Monterey Park,1,0,0,1
482002b,2022,Monterey Park,2,Monterey Park,0,0,0,0
482101,2022,Monterey Park,2,Monterey Park,2,0,0,2
482102,2022,Monterey Park,2,Monterey Park,0,0,0,0
482201,2022,Monterey Park,2,Monterey Park,0,0,0,0
482202,2022,Monterey Park,2,Monterey Park,6,0,0,6
482301,2022,San Gabriel,2,San Gabriel,0,0,0,0
482303,2022,Rosemead,2,Rosemead,3,0,0,3
