tract_split,Year,City,LACity,Community_Name,totUnsheltPeople,totESPeople,totTHPeople,totPeople
191302a,2022,Los Angeles,1,East Hollywood,10.693,0,0,10.693
191302b,2022,Los Angeles,1,East Hollywood,8.761,0,0,8.761
191302c,2022,Los Angeles,1,Silver Lake,5.142,0,0,5.142
191410a,2022,Los Angeles,1,East Hollywood,4,0,0,4
191410b,2022,Los Angeles,1,East Hollywood,54.514,0,0,54.514
191420a,2022,Los Angeles,1,East Hollywood,0,0,0,0
191420b,2022,Los Angeles,1,East Hollywood,51.788,0,0,51.788
191500,2022,Los Angeles,1,East Hollywood,29.062,0,0,29.062
191610a,2022,Los Angeles,1,East Hollywood,22.628,0,0,22.628
191610b,2022,Los Angeles,1,East Hollywood,3.213,0,0,3.213
191620,2022,Los Angeles,1,East Hollywood,6.818,0,0,6.818
191710,2022,Los Angeles,1,Hollywood,11.043,0,0,11.043
191720,2022,Los Angeles,1,Hollywood,28.325,0,0,28.325
191810a,2022,Los Angeles,1,Hollywood,47.945,0,0,47.945
191810b,2022,Los Angeles,1,Hollywood,46.279,0,0,46.279
191820a,2022,Los Angeles,1,Hollywood,0,0,0,0
191820b,2022,Los Angeles,1,Hollywood,5.325,0,0,5.325
191820c,2022,Los Angeles,1,Hollywood,1,0,0,1
191901,2022,Los Angeles,1,Hollywood,48.746,31,34,113.75
191902,2022,Los Angeles,1,Hollywood,13.058,0,0,13.058
192001,2022,Los Angeles,1,Fairfax,19.723,0,0,19.723
192002,2022,Los Angeles,1,Fairfax,8.592,0,0,8.592
192300,2022,Los Angeles,1,Hancock Park,14.496,0,0,14.496
192410,2022,Los Angeles,1,Larchmont,1.492,0,0,1.492
192420a,2022,Los Angeles,1,Larchmont,0,0,0,0
192420b,2022,Los Angeles,1,Larchmont,11.961,0,0,11.961
192510a,2022,Los Angeles,1,East Hollywood,3.86,0,0,3.86
192510b,2022,Los Angeles,1,East Hollywood,12.115,0,0,12.115
192520a,2022,Los Angeles,1,East Hollywood,1.492,0,0,1.492
192520b,2022,Los Angeles,1,East Hollywood,0,0,0,0
192610a,2022,Los Angeles,1,East Hollywood,20.748,0,0,20.748
192610b,2022,Los Angeles,1,East Hollywood,6.439,0,0,6.439
192620a,2022,Los Angeles,1,East Hollywood,8.961,0,0,8.961
192620b,2022,Los Angeles,1,East Hollywood,2.873,0,0,2.873
192700a,2022,Los Angeles,1,East Hollywood,16.245,0,0,16.245
192700b,2022,Los Angeles,1,East Hollywood,51.913,40,53,144.91
194101,2022,Los Angeles,1,Hollywood Hills West,0,0,0,0
194102a,2022,Los Angeles,1,Hollywood Hills West,0,0,0,0
194102b,2022,Los Angeles,1,Hollywood Hills West,0,0,0,0
194102c,2022,Los Angeles,1,Hollywood Hills West,0,0,0,0
194200a,2022,Los Angeles,1,Hollywood Hills West,0,0,0,0
194200b,2022,Los Angeles,1,Hollywood Hills West,0,0,0,0
194300,2022,Los Angeles,1,Hollywood Hills West,0,0,0,0
194401a,2022,Los Angeles,1,Beverly Grove,21.117,0,0,21.117
194401b,2022,Los Angeles,1,Beverly Grove,0,0,0,0
194402a,2022,Los Angeles,1,Beverly Grove,1,0,0,1
194402b,2022,Los Angeles,1,Beverly Grove,5.466,0,0,5.466
194500,2022,Los Angeles,1,Beverly Grove,25.922,0,0,25.922
195100a,2022,Los Angeles,1,Silver Lake,0,0,0,0
195100b,2022,Los Angeles,1,Silver Lake,1,0,0,1
195201,2022,Los Angeles,1,Los Feliz,0,0,0,0
195202,2022,Los Angeles,1,Los Feliz,14.509,0,0,14.509
195300,2022,Los Angeles,1,Los Feliz,14.594,0,0,14.594
195400,2022,Los Angeles,1,Silver Lake,57.07,0,0,57.07
195500a,2022,Los Angeles,1,Silver Lake,0,0,0,0
195500b,2022,Los Angeles,1,Echo Park,6.142,44,0,50.142
195500c,2022,Los Angeles,1,Silver Lake,6.903,0,0,6.903
195600a,2022,Los Angeles,1,Echo Park,38.543,0,0,38.543
195600b,2022,Los Angeles,1,Echo Park,18.735,0,0,18.735
195710a,2022,Los Angeles,1,Westlake,46.31,0,0,46.31
195710b,2022,Los Angeles,1,Echo Park,0,0,0,0
195710c,2022,Los Angeles,1,Echo Park,13.353,0,0,13.353
195720a,2022,Los Angeles,1,Echo Park,16.017,0,0,16.017
195720b,2022,Los Angeles,1,Echo Park,15.481,0,0,15.481
195802a,2022,Los Angeles,1,Westlake,13.424,0,0,13.424
195802b,2022,Los Angeles,1,Silver Lake,8.032,0,0,8.032
195802c,2022,Los Angeles,1,Westlake,0,0,0,0
195802d,2022,Los Angeles,1,Westlake,21.809,0,0,21.809
195803a,2022,Los Angeles,1,Silver Lake,3.24,0,0,3.24
195803b,2022,Los Angeles,1,Silver Lake,10.593,0,0,10.593
195804a,2022,Los Angeles,1,Silver Lake,2.606,0,0,2.606
195804b,2022,Los Angeles,1,Echo Park,2.873,0,0,2.873
195901,2022,Los Angeles,1,Silver Lake,1,0,0,1
195902a,2022,Los Angeles,1,Silver Lake,1,0,0,1
195902b,2022,Los Angeles,1,Silver Lake,0,0,0,0
195903a,2022,Los Angeles,1,Silver Lake,0,0,0,0
195903b,2022,Los Angeles,1,Silver Lake,0,0,0,0
197200a,2022,Los Angeles,1,Elysian Valley,0,0,0,0
197200b,2022,Los Angeles,1,Elysian Valley,7.932,0,0,7.932
197200c,2022,Los Angeles,1,Elysian Valley,0,0,0,0
197300,2022,Los Angeles,1,Echo Park,2,0,0,2
197410a,2022,Los Angeles,1,Echo Park,32.966,0,0,32.966
197410b,2022,Los Angeles,1,Echo Park,9.31,0,0,9.31
197410c,2022,Los Angeles,1,Echo Park,0,0,0,0
197420,2022,Los Angeles,1,Echo Park,27.355,56,0,83.355
197500,2022,Los Angeles,1,Echo Park,63.891,0,0,63.891
197600a,2022,Los Angeles,1,Echo Park,27.059,0,0,27.059
197600b,2022,Los Angeles,1,Echo Park,6.211,0,0,6.211
197600c,2022,Los Angeles,1,Downtown,8.819,0,0,8.819
197700a,2022,Los Angeles,1,Chinatown,4.987,0,0,4.987
197700b,2022,Los Angeles,1,Elysian Park,0,0,0,0
197700p,2022,Los Angeles,1,Echo Park,0,0,0,0
199000a,2022,Los Angeles,1,Lincoln Heights,145.74,0,0,145.74
199000b,2022,Los Angeles,1,Cypress Park,0,0,0,0
199000c,2022,Los Angeles,1,Lincoln Heights,68.146,0,0,68.146
199000d,2022,Los Angeles,1,Lincoln Heights,14.413,0,0,14.413
199110a,2022,Los Angeles,1,Montecito Heights,10.426,0,0,10.426
199110b,2022,Los Angeles,1,Lincoln Heights,5.719,0,0,5.719
199120,2022,Los Angeles,1,Lincoln Heights,89.268,0,0,89.268
199201a,2022,Los Angeles,1,Lincoln Heights,0,0,0,0
199201b,2022,Los Angeles,1,Lincoln Heights,5.969,22,0,27.969
199202a,2022,Los Angeles,1,Montecito Heights,1.86,0,0,1.86
199202b,2022,Los Angeles,1,Montecito Heights,3.719,0,0,3.719
199202c,2022,Los Angeles,1,Montecito Heights,10.411,0,0,10.411
199300a,2022,Los Angeles,1,Montecito Heights,34.845,0,0,34.845
199300b,2022,Los Angeles,1,Montecito Heights,3.719,0,0,3.719
199300c,2022,Los Angeles,1,Montecito Heights,3.352,0,0,3.352
199400a,2022,Los Angeles,1,Highland Park,21.352,0,0,21.352
199400b,2022,Los Angeles,1,Montecito Heights,6.621,0,0,6.621
199400c,2022,Los Angeles,1,Montecito Heights,0,0,0,0
199700,2022,Los Angeles,1,Lincoln Heights,91.889,0,0,91.889
199800,2022,Los Angeles,1,Lincoln Heights,3,0,0,3
199900,2022,Los Angeles,1,Lincoln Heights,83.137,0,0,83.137
201110,2022,Los Angeles,1,El Sereno,7.071,0,0,7.071
201120,2022,Los Angeles,1,El Sereno,31.075,32,0,63.075
201200,2022,Los Angeles,1,El Sereno,4.466,0,0,4.466
201301,2022,Los Angeles,1,Montecito Heights,17.808,0,0,17.808
201302a,2022,Los Angeles,1,Montecito Heights,0,0,0,0
201302b,2022,Los Angeles,1,Montecito Heights,0,0,0,0
